股票名字;日期;<1万买;<1万卖;1万~2万买;1万~2万卖;2万~3万买;2万~3万卖;3万~4万买;3万~4万卖;4万~5万买;4万~5万卖;5万~6万买;5万~6万卖;6万~7万买;6万~7万卖;7万~8万买;7万~8万卖;8万~9万买;8万~9万卖;9万~10万买;9万~10万卖;10万~20万买;10万~20万卖;20万~30万买;20万~30万卖;30万~40万买;30万~40万卖;40万~50万买;40万~50万卖;50万~60万买;50万~60万卖;60万~70万买;60万~70万卖;70万~80万买;70万~80万卖;80万~90万买;80万~90万卖;90万~100万买;90万~100万卖;>100万买;>100万卖
300299.SZ;20160328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300299.SZ;20160329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300299.SZ;20160330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300299.SZ;20160331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160301;48313360;44580668;8150630;9160436;3662000;810000;1360200;2704200;0;1944950;0;0;0;0;0;0;0;0;0;1876000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160302;59849438;41829520;9921558;7804200;4319658;4193721;3460800;0;1724100;0;2121000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160303;59022958;55630480;13614194;8893640;8046236;1029600;0;0;2017400;1014200;2540032;4409900;0;0;0;0;0;0;0;0;0;3647600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160304;35645082;51123686;1968220;5698820;2230300;3884800;1522521;0;1022700;0;0;0;0;0;0;1585500;0;1728000;0;1917300;2770380;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160307;52075997;33589170;5570166;3902262;882000;400000;0;1230000;938700;1026900;1106700;0;0;0;0;0;0;0;0;0;2622438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160308;54028601;43291484;8616895;4502620;3243900;800000;736000;730800;0;0;1134000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160309;27808634;34850325;2585000;4549700;2133600;1016400;1261911;667800;0;0;0;1062600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160310;31109069;37057197;3285800;3042100;441000;926000;0;1928000;0;2570000;1197000;0;0;0;0;0;0;0;0;0;2342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160311;40681002;27783454;2771500;3086000;514000;992000;794000;636000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160314;71295754;44381684;10452972;5987500;2842800;2660200;2926400;2024778;2968702;0;2409000;1218998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160315;27878294;38609548;3775600;6783722;0;860000;0;677600;957000;928400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160316;28959061;36402959;5674200;4592802;3887570;420000;3593457;1362900;1934100;1008000;2207100;0;0;0;1572900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160317;84043757;65838686;13694062;8837154;6349268;3009200;2665300;2827190;5344000;0;3300000;0;0;0;0;0;0;0;0;0;3368420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160318;101583552;80827316;16752442;13180332;6294400;7594600;3693455;2824400;4119300;968300;0;0;5862700;1598500;1805500;0;0;0;2120600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160321;149797009;117385094;35724830;20666092;17494950;14067400;9131900;4229525;6733400;3237600;7620000;1262500;1700000;0;1749600;0;0;0;0;0;4800000;2500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160322;119336084;136644133;27116193;29823338;14669860;18778926;11035750;9702974;4442424;6387500;3750650;1300000;1500000;0;1957800;0;0;0;0;0;3542500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160323;123035057;121341689;26619625;25913266;14262925;14901422;7135800;12868000;5447200;3352500;3807500;1250000;0;3232500;0;0;0;0;2292500;0;3600000;0;6092500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160324;191603276;170124872;54791452;43435681;26868590;35229446;24495410;6459148;15938200;3827460;16850000;7376340;3730160;3683500;0;0;4942000;0;0;0;0;7951600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160325;105422056;97639283;22022320;11190404;6002240;4989356;1768000;1049800;0;1237140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160328;110946117;169761298;30733344;36890959;15209826;18388535;12860400;13479122;1122800;7811984;6162500;4451600;3618200;0;0;2049600;0;0;2663164;0;4025420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160329;110059225;160053505;15432003;20379301;6722300;7545300;1800900;6855224;1341900;1232400;1492400;0;0;0;0;1965600;0;0;0;0;0;0;5502302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160330;130237750;97701443;28775563;24707905;12317640;22842367;6309088;7724900;4735600;3514800;5550000;2824752;0;3852800;4067336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300.SZ;20160331;78586509;90642792;17312792;17383856;5762400;5952520;2875920;1864800;2671564;2649360;0;1400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160301;22574620;25049550;6160734;6828372;1733466;2398296;360000;180000;0;249000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160302;26731914;18437142;4398650;2478166;1738751;803595;1100429;0;1121200;0;406000;398531;0;420000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160303;19190654;20747699;2861656;3044188;1325800;1611743;1779386;974722;588000;623154;0;751800;0;0;0;556262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
